date,symbol,compound_b,neg_b,neu_b,pos_b,compound_t,neg_t,neu_t,pos_t
2020-12-18,AZN,0.4215,0.047,1.8980000000000001,0.054,0.1779,0.129,1.702,0.17
2020-12-18,JNJ,0.0,0.0,1.0,0.0,0.8121,0.0,1.6909999999999998,0.309
2020-12-18,MRNA,4.5287,0.14700000000000002,6.337000000000001,0.516,0.5746,0.0,7.705,0.29500000000000004
2020-12-18,PFE,0.0,0.0,2.0,0.0,0.4939,0.0,2.758,0.242
2020-12-19,AZN,0.8885,0.047,0.854,0.1,0.0,0.0,1.0,0.0
2020-12-19,MRNA,1.9649,0.040999999999999995,1.755,0.203,-0.3818,0.14,1.8599999999999999,0.0
2020-12-20,JNJ,0.0,0.0,1.0,0.0,0.4767,0.0,0.853,0.147
2020-12-20,MRNA,0.9789,0.021,1.915,0.064,0.0,0.0,3.0,0.0
2020-12-20,PFE,-0.7579,0.093,0.846,0.061,-0.1531,0.14,0.86,0.0
2020-12-21,AZN,0.5267,0.033,0.914,0.053,-0.3818,0.168,1.725,0.107
2020-12-21,JNJ,0.9186,0.006,1.943,0.051,0.0,0.0,2.0,0.0
2020-12-21,MRNA,0.31909999999999994,0.16,3.4829999999999997,0.356,-0.10300000000000001,0.28099999999999997,4.398,0.321
2020-12-21,PFE,2.8994999999999997,0.152,5.522,0.325,1.4819,0.121,4.872,1.0070000000000001
2020-12-22,AZN,1.9465,0.18,3.44,0.379,-0.9175,0.569,3.1029999999999998,0.328
2020-12-22,MRNA,1.9060000000000001,0.061,6.758,0.182,0.015000000000000013,0.515,6.1419999999999995,0.342
2020-12-22,PFE,0.0,0.0,3.0,0.0,0.329,0.046,3.806,0.14900000000000002
2020-12-23,AZN,2.802,0.062,2.664,0.275,0.3818,0.0,3.841,0.159
2020-12-23,MRNA,0.9976,0.018,2.887,0.095,0.96,0.23,6.083,0.6869999999999999
2020-12-23,PFE,1.9579,0.049,2.726,0.224,0.25,0.089,3.7880000000000003,0.123
2020-12-24,AZN,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2020-12-24,MRNA,1.4468,0.108,1.726,0.166,0.8422,0.23,2.161,0.609
2020-12-24,PFE,0.0,0.0,2.0,0.0,0.4215,0.0,1.682,0.318
2020-12-26,AZN,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2020-12-26,MRNA,0.9665,0.022,0.889,0.089,0.0258,0.0,0.891,0.109
2020-12-26,PFE,0.9305,0.024,0.929,0.048,0.0,0.0,1.0,0.0
2020-12-27,AZN,0.9305,0.041,0.869,0.09,0.4767,0.0,0.78,0.22
2020-12-28,AZN,1.9006,0.161,6.501,0.338,3.1918,0.12,8.455,1.425
2020-12-28,PFE,2.808,0.166,2.48,0.353,0.2023,0.0,4.87,0.13
2020-12-29,AZN,2.9404,0.064,4.564,0.372,1.3247999999999998,0.0,5.465,0.535
2020-12-29,MRNA,1.9865,0.014,3.795,0.191,-0.08579999999999999,0.12,4.664,0.216
2020-12-29,PFE,2.76,0.11599999999999999,2.58,0.304,0.0,0.0,4.0,0.0
2020-12-30,AZN,6.2659,0.216,8.081,0.7030000000000001,0.21769999999999998,0.794,7.448999999999999,0.758
2020-12-30,JNJ,0.9823,0.02,1.8319999999999999,0.148,0.0,0.0,2.0,0.0
2020-12-30,MRNA,0.8316,0.02,2.916,0.064,0.5636000000000001,0.192,3.575,0.23299999999999998
2020-12-31,AZN,0.5719,0.046,0.894,0.061,-0.296,0.128,0.872,0.0
2020-12-31,MRNA,-0.9742000000000001,0.192,3.6180000000000003,0.189,0.09200000000000003,0.239,4.485,0.275
2020-12-31,PFE,0.0,0.0,3.0,0.0,-0.8924000000000001,0.383,2.617,0.0
2021-01-01,AZN,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2021-01-02,AZN,0.813,0.014,1.912,0.074,0.6282,0.0,1.584,0.416
2021-01-02,MRNA,-0.9149,0.095,0.826,0.08,0.0,0.0,1.0,0.0
2021-01-03,AZN,0.0,0.0,3.0,0.0,0.5471,0.133,2.625,0.242
2021-01-03,MRNA,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2021-01-04,AZN,1.9138000000000002,0.031,2.724,0.245,-0.2263,0.213,2.787,0.0
2021-01-04,MRNA,3.6569,0.12300000000000001,6.5329999999999995,0.34400000000000003,1.3301,0.0,9.509,0.491
2021-01-04,PFE,0.9959,0.01,1.8599999999999999,0.13,0.765,0.0,1.7029999999999998,0.297
2021-01-05,AZN,0.8225,0.042,2.885,0.073,-0.356,0.264,2.645,0.091
2021-01-05,MRNA,2.8223,0.10200000000000001,5.673,0.22399999999999998,-0.03300000000000003,0.315,6.319,0.367
2021-01-05,PFE,0.9974,0.007,1.774,0.219,0.49829999999999997,0.0,1.6600000000000001,0.34
2021-01-06,AZN,-0.2023,0.091,4.82,0.089,-0.5136,0.41200000000000003,4.406,0.182
2021-01-06,MRNA,2.9746,0.079,5.5600000000000005,0.36,1.9811999999999999,0.0,6.893,1.107
2021-01-06,PFE,0.0,0.0,1.0,0.0,0.4767,0.0,1.846,0.154
2021-01-07,AZN,0.9592,0.071,3.823,0.106,0.0,0.0,4.0,0.0
2021-01-07,JNJ,1.9975,0.054000000000000006,1.728,0.21700000000000003,-0.4019,0.153,1.847,0.0
2021-01-07,MRNA,0.9652,0.016,1.891,0.093,1.1663,0.0,2.547,0.45299999999999996
2021-01-07,PFE,2.4943999999999997,0.092,4.633,0.275,1.3354,0.111,4.291,0.598
2021-01-08,AZN,0.0,0.0,1.0,0.0,0.4215,0.0,0.843,0.157
2021-01-08,JNJ,1.994,0.056,1.749,0.195,0.0,0.0,2.0,0.0
2021-01-08,MRNA,0.8834,0.027,2.899,0.074,1.1194,0.0,4.393000000000001,0.607
2021-01-08,PFE,2.8551,0.207,6.366,0.42700000000000005,-0.4588,0.267,6.733,0.0
2021-01-09,AZN,0.6447,0.054,0.877,0.069,0.368,0.0,0.87,0.13
2021-01-09,MRNA,0.0,0.0,1.0,0.0,0.4939,0.0,0.878,0.122
2021-01-10,MRNA,0.3259000000000001,0.089,1.798,0.11399999999999999,0.3612,0.0,1.783,0.217
2021-01-11,AZN,-0.6505000000000001,0.169,8.644,0.187,-1.3671,0.453,8.425,0.122
2021-01-11,JNJ,0.9995,0.023,0.866,0.112,0.0,0.0,1.0,0.0
2021-01-11,MRNA,0.8271,0.028,2.9050000000000002,0.067,1.0231,0.0,3.632,0.368
2021-01-11,PFE,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2021-01-12,AZN,1.942,0.066,4.745,0.189,-0.7624,0.28600000000000003,4.6370000000000005,0.076
2021-01-12,MRNA,1.9735,0.043,4.717,0.239,2.1856,0.0,4.754,1.246
2021-01-12,PFE,1.3633,0.018,1.3639999999999999,0.618,0.5089,0.077,3.6020000000000003,0.321
2021-01-13,AZN,0.0,0.0,3.0,0.0,0.4019,0.0,2.828,0.172
2021-01-13,JNJ,1.042,0.1,6.774,0.126,1.7477,0.3,6.614999999999999,1.085
2021-01-13,MRNA,0.0,0.0,2.0,0.0,1.2303,0.174,2.2300000000000004,0.595
2021-01-13,PFE,0.0,0.0,1.0,0.0,0.5904,0.0,0.797,0.203
2021-01-14,AZN,0.0,0.0,2.0,0.0,-0.2732,0.139,1.861,0.0
2021-01-14,JNJ,3.8811999999999998,0.11099999999999999,3.431,0.459,0.0,0.0,4.0,0.0
2021-01-14,MRNA,0.7945,0.009,1.958,0.033,-0.128,0.085,2.846,0.069
2021-01-14,PFE,0.3076,0.056,0.874,0.07,0.21919999999999998,0.259,1.411,0.32999999999999996
2021-01-15,AZN,1.7585000000000002,0.232,5.485,0.28400000000000003,-0.4240999999999999,0.481,5.9639999999999995,0.554
2021-01-15,MRNA,-0.6908,0.037,0.935,0.028,0.4767,0.0,0.819,0.181
2021-01-15,PFE,0.0,0.0,7.0,0.0,-0.44960000000000006,0.69,5.998,0.312
2021-01-17,MRNA,0.9922,0.017,0.858,0.125,0.0,0.0,1.0,0.0
2021-01-18,PFE,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2021-01-19,AZN,0.6597,0.072,0.834,0.094,0.6412,0.173,1.415,0.41200000000000003
2021-01-19,JNJ,2.9636,0.122,2.5629999999999997,0.314,0.4019,0.0,2.787,0.213
2021-01-19,MRNA,1.9026,0.048,1.708,0.244,-0.296,0.071,2.9290000000000003,0.0
2021-01-19,PFE,0.0,0.0,2.0,0.0,0.5719,0.0,1.734,0.266
2021-01-20,AZN,0.9731000000000001,0.123,3.732,0.14500000000000002,0.4404,0.09,3.677,0.233
2021-01-20,JNJ,1.9184999999999999,0.063,1.775,0.161,-0.5106,0.136,1.8639999999999999,0.0
2021-01-20,MRNA,0.0,0.0,2.0,0.0,0.7726999999999999,0.0,1.702,0.29800000000000004
2021-01-20,PFE,0.1563,0.08499999999999999,3.713,0.2,1.2499,0.138,6.396,0.464
2021-01-21,AZN,-0.765,0.114,1.813,0.073,-0.5796,0.28,1.634,0.086
2021-01-21,JNJ,0.9944,0.016,1.912,0.072,0.5574,0.0,1.865,0.135
2021-01-21,MRNA,0.7201,0.067,1.833,0.1,-0.06520000000000004,0.185,3.724,0.091
2021-01-21,PFE,0.9972,0.039,2.7800000000000002,0.181,1.1991,0.0,4.609,0.391
2021-01-22,AZN,0.7626,0.02,3.933,0.047,-0.424,0.22000000000000003,3.67,0.111
2021-01-22,JNJ,0.9694,0.034,0.906,0.061,0.3818,0.071,1.7650000000000001,0.165
2021-01-22,MRNA,1.2875,0.0,2.706,0.294,0.7726999999999999,0.0,2.649,0.351
2021-01-22,PFE,0.8957,0.049,5.8629999999999995,0.089,1.4516,0.066,5.203,0.7310000000000001
2021-01-23,JNJ,0.1779,0.053,0.884,0.063,0.0,0.0,1.0,0.0
2021-01-25,AZN,2.339,0.129,3.6240000000000006,0.246,0.8202,0.101,4.4,0.5
2021-01-25,JNJ,0.9813,0.015,0.88,0.105,0.0,0.0,1.0,0.0
2021-01-25,MRNA,1.2588,0.027,1.887,0.086,-0.16459999999999997,0.371,5.378,0.251
2021-01-25,PFE,2.2279,0.098,2.6420000000000003,0.26,1.5648,0.0,2.261,0.739
2021-01-26,AZN,0.0,0.0,2.0,0.0,0.1059,0.091,1.851,0.058
2021-01-26,JNJ,3.0007,0.122,6.388999999999999,0.4890000000000001,-0.296,0.167,9.833,0.0
2021-01-26,MRNA,0.0,0.0,1.0,0.0,0.2263,0.0,0.899,0.101
2021-01-26,PFE,0.0,0.0,0.0,0.0,0.47130000000000005,0.111,1.5790000000000002,0.31
2021-01-27,AZN,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0
2021-01-27,JNJ,3.8052,0.37,7.971,0.6589999999999999,-0.21010000000000012,0.514,7.957,0.529
2021-01-27,MRNA,0.2732,0.018,0.948,0.033,0.0,0.0,1.0,0.0
2021-01-27,PFE,-0.21730000000000005,0.091,1.837,0.07200000000000001,0.6124,0.0,1.75,0.25
2021-01-28,AZN,0.8047,0.0,2.9379999999999997,0.062,0.8982,0.0,2.618,0.382
2021-01-28,MRNA,0.0,0.0,1.0,0.0,0.4939,0.0,1.833,0.167
2021-01-28,PFE,0.9429,0.026,0.924,0.05,0.0,0.0,1.0,0.0
2021-01-29,AZN,-0.5427,0.137,2.75,0.113,0.0,0.0,3.0,0.0
2021-01-29,JNJ,0.0,0.0,3.0,0.0,0.8754000000000001,0.135,5.3469999999999995,0.518
2021-01-29,MRNA,1.1979,0.15200000000000002,3.597,0.252,0.296,0.183,4.327,0.489
2021-01-29,PFE,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2021-01-30,JNJ,0.8415,0.023,0.935,0.042,0.0,0.0,1.0,0.0
2021-01-31,JNJ,0.9914,0.038,0.865,0.098,0.0,0.0,1.0,0.0
2021-01-31,PFE,0.9912,0.049,0.853,0.097,0.0,0.0,1.0,0.0
2021-02-01,AZN,1.9763,0.088,1.6440000000000001,0.267,0.296,0.0,2.901,0.099
2021-02-01,MRNA,3.4776,0.051,6.390000000000001,0.559,1.3403,0.118,7.917,0.965
2021-02-01,PFE,1.9804,0.032,2.698,0.27,0.0,0.0,3.0,0.0
2021-02-02,AZN,1.65,0.03,2.82,0.15,0.6705,0.0,2.8609999999999998,0.139
2021-02-02,JNJ,0.9992,0.019,0.818,0.163,-0.2732,0.208,0.792,0.0
2021-02-02,MRNA,0.9905,0.034,0.884,0.082,0.0,0.0,1.0,0.0
2021-02-02,PFE,3.9097999999999997,0.146,8.273,0.5830000000000001,0.6404,0.137,9.504,0.359
2021-02-03,AZN,3.4672,0.067,6.574999999999999,0.357,-0.7579,0.146,6.854,0.0
2021-02-03,MRNA,0.9403,0.0,1.901,0.099,1.1425,0.0,2.598,0.40199999999999997
2021-02-03,PFE,1.4619,0.224,3.5490000000000004,0.22599999999999998,0.2379,0.263,4.57,0.167
2021-02-04,AZN,0.9698,0.013,3.844,0.144,0.0,0.0,4.0,0.0
2021-02-04,JNJ,0.0,0.036,1.942,0.022,0.4939,0.0,1.758,0.242
2021-02-04,MRNA,0.872,0.025,0.912,0.063,0.7877,0.177,1.459,0.364
2021-02-04,PFE,0.05910000000000004,0.089,3.8209999999999997,0.09,0.729,0.0,4.643,0.357
2021-02-05,AZN,1.2975,0.109,4.709,0.183,-0.32530000000000003,0.396,4.348,0.256
2021-02-05,JNJ,2.8556,0.065,4.651,0.28400000000000003,1.3216,0.0,4.522,0.478
2021-02-05,MRNA,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2021-02-05,PFE,0.8126,0.029,1.9100000000000001,0.061,0.15930000000000005,0.267,3.4530000000000003,0.28
2021-02-06,AZN,0.0,0.0,1.0,0.0,0.3832,0.092,0.692,0.216
2021-02-06,MRNA,0.9949,0.036,0.845,0.119,0.1779,0.0,0.884,0.116
2021-02-08,AZN,-0.7003,0.054,2.919,0.027,0.29919999999999997,0.16299999999999998,2.598,0.239
2021-02-08,JNJ,0.0,0.0,2.0,0.0,-0.4209,0.299,1.479,0.22300000000000003
2021-02-08,MRNA,2.8748,0.10800000000000001,2.55,0.344,-0.1779,0.125,3.8040000000000003,0.071
2021-02-08,PFE,-0.8419,0.118,3.8449999999999998,0.037,0.5223,0.055,3.773,0.172
2021-02-09,AZN,0.0,0.0,2.0,0.0,0.3612,0.045,1.859,0.096
2021-02-09,JNJ,-0.9839,0.153,3.808,0.039,-0.5978,0.373,3.29,0.337
2021-02-09,MRNA,0.6996,0.17900000000000002,1.762,0.058,-0.5719,0.179,1.821,0.0
2021-02-09,PFE,0.2593,0.09,5.729,0.181,-0.24419999999999997,0.583,4.95,0.467
2021-02-10,AZN,2.5941,0.005,5.634,0.361,0.6367,0.133,6.289,0.5770000000000001
2021-02-10,JNJ,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2021-02-10,MRNA,0.9979,0.02,0.897,0.083,0.0516,0.121,0.748,0.131
2021-02-10,PFE,0.8674,0.0,0.955,0.045,0.4019,0.0,0.803,0.197
2021-02-11,AZN,3.3808,0.16799999999999998,4.39,0.441,0.9664999999999999,0.0,7.438,0.5619999999999999
2021-02-11,JNJ,2.7772,0.067,2.658,0.27499999999999997,-0.18070000000000003,0.223,2.493,0.28400000000000003
2021-02-11,MRNA,0.0,0.0,2.0,0.0,-0.825,0.366,3.634,0.0
2021-02-12,JNJ,0.9963,0.013,1.893,0.094,0.6486,0.0,1.751,0.249
2021-02-12,MRNA,0.4588,0.011,1.9689999999999999,0.019,-0.3612,0.128,2.872,0.0
2021-02-12,PFE,1.7758,0.174,2.638,0.188,2.1782,0.0,4.426,0.574
2021-02-14,AZN,0.9957,0.036,0.845,0.119,0.3612,0.0,0.788,0.212
2021-02-15,AZN,0.0,0.0,1.0,0.0,-0.3818,0.11,0.89,0.0
2021-02-15,PFE,0.0,0.0,1.0,0.0,-0.2732,0.16,0.84,0.0
2021-02-16,AZN,0.7845,0.017,0.937,0.046,-0.15989999999999993,0.46699999999999997,2.991,0.542
2021-02-16,JNJ,0.9891,0.031,2.909,0.059,0.4939,0.0,2.758,0.242
2021-02-16,MRNA,1.9113,0.043000000000000003,2.832,0.125,-0.3899000000000001,0.318,3.43,0.252
2021-02-16,PFE,-1.0497,0.247,2.559,0.193,1.1507999999999998,0.6719999999999999,2.173,1.155
2021-02-17,AZN,-0.32600000000000007,0.40800000000000003,6.251,0.342,-2.1598999999999995,1.267,5.661,0.072
2021-02-17,JNJ,0.0,0.0,1.0,0.0,0.4767,0.0,0.903,0.097
2021-02-17,MRNA,-0.3612,0.122,2.878,0.0,-0.2585,0.2,2.7030000000000003,0.097
2021-02-17,PFE,1.1564999999999999,0.09999999999999999,3.6879999999999997,0.212,0.19790000000000002,0.145,3.7039999999999997,0.151
2021-02-18,AZN,-0.4374,0.065,1.896,0.039,0.25,0.0,1.905,0.095
2021-02-18,JNJ,0.7417,0.086,3.753,0.16,0.4404,0.0,3.734,0.266
2021-02-18,MRNA,0.4939,0.0,1.9689999999999999,0.031,0.0,0.0,2.0,0.0
2021-02-18,PFE,3.6769000000000003,0.148,5.532,0.321,0.842,0.061,5.532,0.407
2021-02-19,AZN,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2021-02-19,JNJ,1.4085999999999999,0.068,1.81,0.122,-0.27909999999999996,0.275,1.5659999999999998,0.159
2021-02-19,MRNA,0.0,0.0,1.0,0.0,0.4939,0.0,0.833,0.167
2021-02-19,PFE,1.7362,0.059,4.8149999999999995,0.126,0.767,0.196,7.3999999999999995,0.404
2021-02-20,MRNA,0.8415,0.014,0.964,0.023,0.0,0.0,1.0,0.0
2021-02-21,MRNA,0.9508,0.033,0.905,0.062,0.0,0.0,1.0,0.0
2021-02-22,AZN,1.6541000000000001,0.156,3.6,0.245,-0.7172000000000001,0.20600000000000002,4.663,0.131
2021-02-22,JNJ,0.0,0.0,0.0,0.0,0.6597,0.0,0.769,0.231
2021-02-22,MRNA,1.4403,0.013,1.7389999999999999,0.249,0.0,0.0,3.0,0.0
2021-02-22,PFE,1.0425,0.236,5.512,0.252,-0.6623,0.808,4.484999999999999,0.7070000000000001
2021-02-23,AZN,0.1027,0.043,6.922000000000001,0.035,-0.2780999999999999,0.347,6.380999999999999,0.272
2021-02-23,JNJ,0.0,0.0,1.0,0.0,-0.1779,0.098,0.83,0.072
2021-02-23,MRNA,0.19759999999999994,0.076,1.834,0.09,-0.1531,0.169,1.698,0.134
2021-02-23,PFE,1.9607999999999999,0.075,3.7560000000000002,0.17,0.9934,0.0,3.351,0.649
2021-02-24,JNJ,1.8535,0.077,4.702,0.222,0.49340000000000006,0.18,4.3839999999999995,0.43599999999999994
2021-02-24,MRNA,3.2200999999999995,0.123,7.593,0.28400000000000003,0.7201,0.0,7.782,0.21800000000000003
2021-02-24,PFE,0.3818,0.033,1.9060000000000001,0.06,0.0,0.0,2.0,0.0
2021-02-25,AZN,0.9537,0.078,3.8469999999999995,0.074,0.1507,0.118,3.698,0.184
2021-02-25,MRNA,6.0003,0.20299999999999999,6.115,0.6829999999999999,0.296,0.0,7.936,0.064
2021-02-25,PFE,1.7875999999999999,0.054,2.814,0.131,0.4767,0.0,2.693,0.307
2021-02-26,AZN,2.3292,0.11499999999999999,3.651,0.23399999999999999,1.8729,0.094,3.955,0.9510000000000001
2021-02-26,JNJ,0.0,0.0,3.0,0.0,0.04330000000000004,0.317,2.254,0.43
2021-02-26,MRNA,0.0499,0.122,2.8120000000000003,0.066,-0.6219,0.489,3.17,0.34099999999999997
2021-02-26,PFE,0.7003,0.011,0.93,0.059,1.1588,0.0,2.4130000000000003,0.587
2021-02-27,JNJ,-0.3099,0.052,0.892,0.056,-0.296,0.201,0.701,0.099
2021-02-27,MRNA,0.31609999999999994,0.069,1.83,0.102,0.0258,0.0,1.9220000000000002,0.078
2021-02-28,AZN,0.4253,0.063,0.867,0.07,0.0,0.0,1.0,0.0
2021-02-28,JNJ,0.9931,0.052,1.831,0.117,0.3612,0.0,1.8279999999999998,0.172
2021-02-28,MRNA,0.98,0.023,0.902,0.075,-0.0772,0.202,0.62,0.178
2021-03-01,AZN,0.7669000000000001,0.222,3.509,0.268,-0.4384,0.288,3.583,0.128
2021-03-01,JNJ,2.7645,0.134,6.434,0.43,0.5871,0.344,8.142,0.514
2021-03-01,MRNA,0.9856,0.008,1.839,0.153,0.0,0.0,2.0,0.0
2021-03-02,AZN,4.660299999999999,0.30500000000000005,6.2379999999999995,0.45599999999999996,0.6124,0.451,5.920999999999999,0.628
2021-03-02,JNJ,3.1014999999999997,0.04,5.601999999999999,0.358,1.2088999999999999,0.0,5.402,0.598
2021-03-02,MRNA,0.0,0.0,1.0,0.0,0.34,0.0,0.934,0.066
2021-03-02,PFE,0.9914,0.035,0.894,0.071,0.4939,0.0,0.738,0.262
2021-03-03,AZN,1.5469,0.079,1.7650000000000001,0.155,0.3218,0.195,1.4569999999999999,0.348
2021-03-03,JNJ,2.9629000000000003,0.113,4.596,0.291,1.0473999999999999,0.068,5.557,0.375
2021-03-03,MRNA,0.9899,0.032,0.905,0.063,0.4939,0.0,0.758,0.242
2021-03-03,PFE,2.7735,0.106,5.498,0.396,1.2012999999999998,0.0,5.301,0.6990000000000001
2021-03-04,AZN,1.6924000000000001,0.008,3.8369999999999997,0.154,1.083,0.192,3.237,0.571
2021-03-04,MRNA,1.3316,0.12,2.539,0.34199999999999997,-0.13590000000000002,0.367,3.3930000000000002,0.239
2021-03-04,PFE,1.056,0.171,3.547,0.28200000000000003,0.8823000000000001,0.198,3.295,0.506
2021-03-05,AZN,0.5367,0.176,3.6290000000000004,0.19599999999999998,0.07850000000000001,0.485,3.8950000000000005,0.6200000000000001
2021-03-05,JNJ,0.9987,0.027,2.8369999999999997,0.136,0.9706,0.0,2.625,0.375
2021-03-05,MRNA,3.7189,0.135,4.527,0.338,0.4517,0.19899999999999998,5.5329999999999995,0.268
2021-03-05,PFE,-0.802,0.064,0.895,0.042,-0.0258,0.14,0.726,0.134
2021-03-08,AZN,-0.6236999999999999,0.35400000000000004,3.403,0.244,0.014700000000000001,0.268,3.271,0.461
2021-03-08,JNJ,0.9872,0.007,0.856,0.137,0.0,0.0,2.0,0.0
2021-03-08,MRNA,3.1914,0.173,5.3870000000000005,0.441,0.29050000000000004,0.158,5.583,0.259
2021-03-09,AZN,0.6069,0.109,1.78,0.111,0.13490000000000002,0.147,1.692,0.161
2021-03-09,JNJ,0.0,0.0,3.0,0.0,0.249,0.167,2.565,0.268
2021-03-09,MRNA,0.0,0.0,0.0,0.0,0.296,0.0,1.937,0.062
2021-03-09,PFE,1.7694999999999999,0.18699999999999997,4.57,0.243,0.14770000000000005,0.306,4.269,0.425
2021-03-10,AZN,2.1355999999999997,0.081,2.72,0.198,0.722,0.226,2.269,0.505
2021-03-10,JNJ,0.7672,0.017,2.918,0.065,0.6447,0.0,2.607,0.393
2021-03-10,MRNA,1.986,0.11499999999999999,1.646,0.239,0.25,0.0,2.818,0.182
2021-03-10,PFE,0.9595,0.0,1.881,0.119,-0.3612,0.259,1.741,0.0
2021-03-11,AZN,-1.3273,0.162,4.775,0.064,-0.9747999999999999,0.8479999999999999,4.593,0.559
2021-03-11,JNJ,-0.0431,0.085,3.811,0.104,1.8720000000000003,0.0,4.171,0.829
2021-03-11,MRNA,0.9413,0.047,0.89,0.063,-0.3182,0.108,0.892,0.0
2021-03-11,PFE,-0.12390000000000001,0.177,2.607,0.21500000000000002,0.4662,0.0,2.635,0.365
2021-03-12,AZN,-0.716,0.062,7.8919999999999995,0.046,-1.0023999999999997,0.623,6.892999999999999,0.485
2021-03-12,JNJ,1.1061,0.10400000000000001,2.73,0.166,-0.1124,0.406,3.132,0.46199999999999997
2021-03-12,MRNA,0.0,0.0,1.0,0.0,0.3818,0.0,0.714,0.286
2021-03-12,PFE,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2021-03-14,AZN,-0.522,0.128,1.818,0.05399999999999999,-0.3182,0.204,1.796,0.0
2021-03-14,MRNA,0.0,0.0,1.0,0.0,0.4215,0.081,0.731,0.188
2021-03-15,AZN,1.6731000000000003,0.23500000000000001,12.247,0.517,-1.2372,1.0899999999999999,11.318999999999999,0.591
2021-03-15,JNJ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2021-03-15,MRNA,-0.9766,0.054,0.908,0.038,0.0,0.0,1.0,0.0
2021-03-16,AZN,2.6532,0.09000000000000001,6.694,0.21600000000000003,1.2287,0.0,8.352,0.6479999999999999
2021-03-16,MRNA,3.7386000000000004,0.043,3.646,0.311,0.4491,0.0,4.845000000000001,0.155
2021-03-16,PFE,0.0,0.0,1.0,0.0,0.0516,0.149,0.69,0.161
2021-03-17,AZN,-0.5359000000000002,0.18100000000000002,6.6080000000000005,0.21100000000000002,1.1079,0.33299999999999996,5.8340000000000005,0.8319999999999999
2021-03-17,JNJ,0.6847,0.025,4.93,0.045,1.3261,0.0,4.412,0.588
